Unnamed: 0,question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
114,Patricia starts with number0 candies . Albert takes number1 away . How many candies does Patricia end with ?,"[76,5]","[-,number0,number1]",71,"[2,3,4,7,8,9,15,16,17]",Patricia starts with number0 candies . Albert takes number1 away .,How many candies does Patricia end with ?,,[],427,"To solve this problem, we simply subtract the number of candies Albert took from the initial number of candies Patricia had.

First, we know that Patricia starts with 76 candies.

Next, we know that Albert takes away 5 candies.

Therefore, to find out how many candies Patricia ends up with, we subtract the number of candies Albert took from the initial number of candies Patricia had.

This is represented as:

$ 76 - 5 = 71 $

So, Patricia ends up with 71 candies.

#### 71"
117,Edward and his friend were buying trick decks from the magic shop for number0 dollars each . How much did they spend if Edward bought number1 decks and his friend bought number2 decks ?,"[9,4,4]","[*,number0,+,number1,number1]",72,"[12,13,14,24,25,26,30,31,32,30,31,32]",Edward and his friend were buying trick decks from the magic shop for number0 dollars each .,How much did they spend if Edward bought number1 decks and his friend bought number2 decks ?,,[],431,"To find out how much Edward and his friend spent, we need to calculate the total cost of the decks for both of them.

First, let's calculate the cost of 4 decks for Edward:
Edward bought 4 decks for $9 each.
So, the cost of 4 decks for Edward is $9 x 4 = $36.

Next, let's calculate the cost of 4 decks for Edward's friend:
Edward's friend also bought 4 decks for $9 each.
So, the cost of 4 decks for Edward's friend is $9 x 4 = $36.

To find the total amount they spent, we add the costs together:
$36 + $36 = $72.

Therefore, Edward and his friend spent a total of $72 on trick decks. 
####"
122,Sean has number0 blocks . number1 are eaten by a hippopotamus . How many blocks will Sean have ?,"[55,29]","[-,number0,number1]",26,"[1,2,3,4,5,6,15,16,17]",Sean has number0 blocks . number1 are eaten by a hippopotamus .,How many blocks will Sean have ?,,[],457,"To find out how many blocks Sean will have after 29 are eaten by a hippopotamus, we need to subtract 29 from the initial number of blocks he had.

Initial number of blocks = 55
Blocks eaten by hippopotamus = 29

To find the number of blocks Sean will have, we subtract the blocks eaten from the initial number of blocks:

$ 55 - 29 = 26 $

Therefore, Sean will have 26 blocks left."
123,A store had number0 coloring books in stock . They ended up putting them on sale and getting rid of number1 of them . The put the ones they still had onto shelves with number2 on each shelf . How many shelves did they use ?,"[86,37,7]","[/,-,number0,number1,number2]",7,"[2,3,4,19,20,21,33,34,35,42,43,44]",A store had number0 coloring books in stock . They ended up putting them on sale and getting rid of number1 of them . The put the ones they still had onto shelves with number2 on each shelf .,How many shelves did they use ?,,[],467,"To find the number of shelves used, we need to determine how many coloring books were left after getting rid of 37 of them. 

We can calculate this by subtracting 37 from the initial stock of 86 coloring books:

$ 86 - 37 = 49 $

So, they had 49 coloring books left.

Next, we need to divide the number of coloring books left by the number of books placed on each shelf (7) to find the number of shelves used:

$ \frac{49}{7} = 7 $

Therefore, they used 7 shelves in total.

#### 
7"
124,Willy has number0 crayons . Lucy has number1 crayons . How many more crayons does Willy have then Lucy ?,"[1400,290]","[-,number0,number1]",1110,"[1,2,3,6,7,8,16,17,18]",Willy has number0 crayons . Lucy has number1 crayons .,How many more crayons does Willy have then Lucy ?,,[],470,"To find out how many more crayons Willy has than Lucy, we need to subtract the number of crayons Lucy has from the number of crayons Willy has.

Willy has 1400 crayons and Lucy has 290 crayons.

So, the calculation is:

$1400 - 290 = 1110$

Therefore, Willy has 1110 more crayons than Lucy.

#### 1110"
126,A bee has number0 legs . How many legs do number1 bees have ?,"[6,2]","[*,number0,number1]",12,"[2,3,4,9,10,11,10,11,12]",A bee has number0 legs .,How many legs do number1 bees have ?,,[],481,"To find out how many legs 2 bees have, we can multiply the number of legs a single bee has by the number of bees. 

Given that a bee has 6 legs, we can calculate the total number of legs for 2 bees as follows:

$ 6 \times 2 = 12 $

Therefore, 2 bees have a total of 12 legs.

#### 12"
131,"A trivia team had number0 members total , but during a game number1 members did n't show up . If each member that did show up scored number2 points , how many points were scored total ?","[5,2,6]","[*,number2,-,number0,number1]",18,"[3,4,5,11,12,13,26,27,28,33,34,35]","A trivia team had number0 members total , but during a game number1 members did n't show up . If each member that did show up scored number2 points ,",how many points were scored total ?,,[],489,"To solve this problem, we need to understand the total number of members in the trivia team and how many points each member scored.

The problem states that the trivia team originally had 5 members, but 2 of them did not show up. This means that the number of members that did show up is $5 - 2 = 3$ members.

Each member who showed up scored 6 points. Since there were 3 members who showed up, the total points scored by these members is $3 * 6 = 18$ points.

So, the total points scored in the game are $18$ points.

#### 18"
134,"At lunch a waiter had number0 customers and number1 of them did n't leave a tip . If he got number2 each from the ones who did tip , how much money did he earn ?","[7,4,9]","[*,number2,-,number0,number1]",27,"[4,5,6,7,8,9,20,21,22,33,34,35]","At lunch a waiter had number0 customers and number1 of them did n't leave a tip . If he got number2 each from the ones who did tip ,",how much money did he earn ?,,[],494,"The waiter had 7 customers in total. Out of these, 4 customers did not leave a tip. This means that the waiter received tips from 7 - 4 = 3 customers.

Each customer who left a tip gave the waiter $9. Therefore, the total amount of money earned from tips is 3 * $9 = $27.

#### The waiter earned $27."
136,"Diane is a beekeeper . Last year , she harvested number0 pounds of honey . This year , she bought some new hives and increased her honey harvest by number1 pounds . How many pounds of honey did Diane harvest this year ?","[2479,6085]","[+,number0,number1]",8564,"[9,10,11,28,29,30,39,40,41]","Diane is a beekeeper . Last year , she harvested number0 pounds of honey . This year , she bought some new hives and increased her honey harvest by number1 pounds .",How many pounds of honey did Diane harvest this year ?,,[],500,"To find out how many pounds of honey Diane harvested this year, we need to add the amount she harvested last year to the increase in her honey harvest this year.

Last year, Diane harvested 2479 pounds of honey.

This year, she increased her honey harvest by 6085 pounds.

To find the total honey harvest this year, we add the two amounts together:

$ 2479 + 6085 = 8564 $

Therefore, Diane harvested 8564 pounds of honey this year.

#### 8564"
141,"A worksheet had number0 problems on it . If a teacher had number1 worksheets to grade and had already graded number2 of them , how many more problems does she have to grade ?","[2,14,7]","[*,number0,-,number1,number2]",14,"[2,3,4,11,12,13,19,20,21,30,31,32]","A worksheet had number0 problems on it . If a teacher had number1 worksheets to grade and had already graded number2 of them ,",how many more problems does she have to grade ?,,[],522,"Each worksheet has 2 problems on it. So, the total number of problems on all the worksheets is $2 \times 14 = 28$.

The teacher has already graded 7 worksheets, which means she has already graded $7 \times 2 = 14$ problems.

To find out how many more problems she has to grade, we subtract the number of problems she has already graded from the total number of problems: $28 - 14 = 14$.

Therefore, the teacher has to grade 14 more problems. 

#### 14"
