question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
if number0 pack of gum costs number1 how many packs of gum can you buy with number2 ?,"[1,2,16]","[/,number2,number1]",8,"[0,1,2,5,6,7,8,16,17,18,19]",if number0 pack of gum costs number1,how many packs of gum can you buy with number2 ?,,[],2662," #### $8$

The problem states that 1 pack of gum costs $2$. Therefore, to find how many packs of gum can be bought with $16$, we divide $16$ by the cost of $1$ pack, which is $2$.

$16 \div 2 = 8$

So, $8$ packs of gum can be bought with $16$."
kim wants to buy a new watch that costs number0 . how much change does she receive if she gives the cashier number1 ?,"[87,6,100]","[-,number1,number0]","12,4","[9,10,22,23,24,25]",kim wants to buy a new watch that costs number0 .,how much change does she receive if she gives the cashier number1 ?,,[],2663,"To find out how much change Kim will receive when she gives the cashier $6 for a watch that costs $87, you need to subtract the cost of the watch from the amount she gives. Here's the step-by-step calculation:

$87 (Cost of the watch) - $6 (Amount given to the cashier) = $81 (Change Kim will receive)

So, Kim will receive $81 in change.

#### 81"
after paying number0 for a drink bryon has number1 . how much money did he have before buying the drink ?,"[2,3,17,15]","[+,number0,number1]","19,45","[1,2,3,4,8,9,10,19,20,21]",after paying number0 for a drink bryon has number1 .,how much money did he have before buying the drink ?,,[],2664," ```
$ bryon  has 3 $  
$ he paid 2 $ for the drink
$ he had 3 + 2 = 5 $ before buying the drink
#### 5 ####
```"
if number0 round costs number1 how many rounds of golf can you play with number2 ?,"[1,80,400]","[/,number2,number1]",5,"[0,1,2,3,4,5,6,14,15,16,17]",if number0 round costs number1,how many rounds of golf can you play with number2 ?,,[],2665,"To find out how many rounds of golf you can play with $400, we need to divide the total amount of money by the cost of one round.

The cost of one round is $80.

To calculate the number of rounds, we use the formula:

Number of rounds = Total money / Cost per round

Substituting in the given values:

Number of rounds = $400 / $80

Performing the division:

Number of rounds = 5

Therefore, you can play 5 rounds of golf with $400.

####"
last thursday drew had number0 . over the weekend he received some money for cutting the grass . he now has number1 . how much money did he get paid for cutting the grass ?,"[30,61]","[-,number1,number0]",31,"[33,2,3,4,5,34,35,22,23]",last thursday drew had number0 . over the weekend he received some money for cutting the grass . he now has number1 .,how much money did he get paid for cutting the grass ?,,[],2666,"To find out how much money Drew received for cutting the grass, we can subtract the amount of money he had last Thursday from the amount he has now. 

Let's represent the amount of money he received for cutting the grass as ""x"".

The equation representing the situation is: $30 + x = 61$.

To solve for ""x"", we need to isolate it on one side of the equation. 

Subtracting 30 from both sides of the equation, we have: $x = 61 - 30$.

Calculating the right side of the equation, we get: $x = 31$.

Therefore, Drew received $31 for cutting the grass.

#### 31"
last week adam ran number0 miles more than katie . adam ran number1 miles . how many miles did katie run ?,"[25,35]","[-,number1,number0]",10,"[1,3,4,5,11,12,13,18,19,20]",last week adam ran number0 miles more than katie . adam ran number1 miles .,how many miles did katie run ?,,[],2667,"Let's use algebraic reasoning to solve this problem without using ""x.""

Let A represent the number of miles Adam ran, and K represent the number of miles Katie ran.

We know from the problem that:
1. Adam ran 25 miles more than Katie: A = K + 25
2. Adam ran 35 miles: A = 35

Now, we can substitute the value of A from the second equation into the first equation:

35 = K + 25

To solve for K, we need to isolate K on one side of the equation. We can do this by subtracting 25 from both sides:

K = 35 - 25

K = 10

So, Katie ran 10 miles.

####10"
last week howard had number0 dollars . he washed windows over the weekend and now has number1 dollars . how much money did he make washing windows ?,"[26,52]","[-,number1,number0]",26,"[3,4,5,8,15,16,17,24,25,26]",last week howard had number0 dollars . he washed windows over the weekend and now has number1 dollars .,how much money did he make washing windows ?,,[],2668,"To find out how much money Howard made washing windows, we can subtract the amount he had last week from the amount he has now.

So, we have:

$ 52 - 26 $

Let's calculate this:

$ 52 - 26 = 26 $

So, Howard made $26 washing windows.

#### 26"
there were number0 bales of hay in the barn . keith stacked more bales in the barn today . there are now number1 bales of hay in the barn . how many bales did he store in the barn ?,"[22,89]","[-,number1,number0]",67,"[1,2,3,36,5,37,38,21,22,23]",there were number0 bales of hay in the barn . keith stacked more bales in the barn today . there are now number1 bales of hay in the barn .,how many bales did he store in the barn ?,,[],2670," #### 67

$22$ bales of hay were in the barn initially.
After Keith stacked more bales today, there are now $89$ bales of hay in the barn. 
To find how many bales Keith stored in the barn, we subtract the initial number of bales from the current number of bales:

$89 - 22 = 67$

So, Keith stored $67$ bales of hay in the barn."
there are number0 dogwood trees currently in the park . park workers will plant more dogwood trees today . when the workers are finished there will be number1 dogwood trees in the park . how many dogwood trees did the workers plant today ?,"[38,56]","[-,number1,number0]",18,"[1,2,3,4,7,40,41,42,26,27,28,29]",there are number0 dogwood trees currently in the park . park workers will plant more dogwood trees today . when the workers are finished there will be number1 dogwood trees in the park .,how many dogwood trees did the workers plant today ?,,[],2671,"To solve this problem, we can set up an equation. Let's call the number of dogwood trees the workers planted today ""x"". We know that there are currently 38 dogwood trees in the park, and after the workers are finished planting, there will be 56 dogwood trees in the park. So, we can write the equation as:

Number of dogwood trees before planting + Number of dogwood trees planted today = Number of dogwood trees after planting

38 + x = 56

Now, we need to solve for x. We can do this by isolating x on one side of the equation:

x = 56 - 38

Now, let's calculate the value of x:

x = 56 - 38 = 18

So, the workers planted 18 dogwood trees today.

#### 18"
joan is baking a cake . the recipe calls for number0 cups of flour . she already put in number1 cups . how many more cups does she need to add ?,"[7,3]","[-,number0,number1]",4,"[1,2,8,9,10,11,18,19,20,28,29,30]",joan is baking a cake . the recipe calls for number0 cups of flour . she already put in number1 cups .,how many more cups does she need to add ?,,[],2672," $3 + 7 = 10$
$3$ already put in  
$7$ cups of flour needed according to recipe
$10 - 3 = 7$
So $7$ more cups needed to be added.    

####7"
if number0 cartridge costs number1 dollars how many ink cartridges can you buy with number2 dollars ?,"[1,15,180]","[/,number2,number1]",12,"[0,1,2,3,4,5,13,14,15]",if number0 cartridge costs number1 dollars,how many ink cartridges can you buy with number2 dollars ?,,[],2676,"To find out how many ink cartridges you can buy with $180 when each cartridge costs $15, you can simply divide the total amount of money by the cost of one cartridge. This will give you the number of cartridges you can purchase.

$180 ÷ $15 = 12 cartridges

So, you can buy 12 ink cartridges with $180.

####12"
after paying number0 dollars for the pie sandy has number1 dollars left . how much money did she have before buying the pie ?,"[6,57]","[+,number0,number1]",63,"[1,2,3,8,9,10,20,21,22]",after paying number0 dollars for the pie sandy has number1 dollars left .,how much money did she have before buying the pie ?,,[],2677,"Let's assume that Sandy had x dollars before buying the pie. After paying 6 dollars for the pie, she has 57 dollars left.

So, we can create an equation to represent this situation: x - 6 = 57.

To find the value of x, we need to isolate it on one side of the equation. We can do this by adding 6 to both sides of the equation:

x - 6 + 6 = 57 + 6
x = 63

Therefore, Sandy had 63 dollars before buying the pie.

####63"
there were number0 red roses and number1 white roses in the vase . melanie cut some more roses from her flower garden . there are now number2 red roses in the vase . how many red roses did she cut ?,"[8,2,14]","[-,number2,number0]",6,"[1,2,3,4,5,6,7,8,37,38,39,25,26,27,28]",there were number0 red roses and number1 white roses in the vase . melanie cut some more roses from her flower garden . there are now number2 red roses in the vase .,how many red roses did she cut ?,,[],2678,"Let's break down the information given in the problem step by step.

1. Initially, there were 8 red roses and 2 white roses in the vase.
2. Melanie cut some more roses from her flower garden.
3. After cutting, there are now 14 red roses in the vase.

We need to determine how many red roses Melanie cut.

First, we can find out how many red roses Melanie started with. We know there were initially 8 red roses, and we have 14 red roses now, so:

$ 14 - 8 = 6 $

Melanie started with 6 red roses. Now, let's find out how many red roses she cut:

$ 6 - 8 = -2 $

Melanie cut -2 red roses. Since we can't have a negative number of roses, it means Melanie didn't cut any red roses. So, the answer is 0.

#### 0"
