question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
Will was working as a sacker at a grocery store where he made number0 dollars an hour . On Monday he worked number1 hours and on Tuesday he worked number2 hours . How much money did Will make in those two days ?,"[8,8,2]","[*,number0,+,number0,number2]",80,"[12,13,14,21,22,23,28,29,30,39,40,41]",Will was working as a sacker at a grocery store where he made number0 dollars an hour . On Monday he worked number1 hours and on Tuesday he worked number2 hours .,How much money did Will make in those two days ?,,[],973,"To find out how much money Will made in those two days, we can calculate his earnings for each day and then add them together.

1. On Monday, Will worked 8 hours, and he made $8 per hour, so his earnings for Monday can be calculated as:
   $8 (hourly rate) * 8 (hours) = $64.

2. On Tuesday, Will worked 2 hours, and he made $8 per hour, so his earnings for Tuesday can be calculated as:
   $8 (hourly rate) * 2 (hours) = $16.

Now, to find out how much money Will made in those two days, we simply add his earnings from Monday and Tuesday:
$64 (Monday's earnings) + $16 (Tuesday's earnings) = $80.####

So, Will made $80 in those two days."
"If Lawrence walked number0 kilometers at number1 kilometers per hour , how long was Lawrence walking ?","[4,3]","[-,number0,number1]",1,"[2,3,4,5,6,7,13,14,15]","If Lawrence walked number0 kilometers at number1 kilometers per hour ,",how long was Lawrence walking ?,,[],979,"To find out how long Lawrence was walking, we can use the formula:

\[ \text{Time} = \frac{\text{Distance}}{\text{Speed}} \]

Given that Lawrence walked 4 kilometers at a speed of 3 kilometers per hour, we can substitute these values into the formula:

\[ \text{Time} = \frac{4}{3} \text{ hours} \]

Now, let's perform the calculation:

\[ \frac{4}{3} = 1.\overline{3} \]

So, Lawrence was walking for approximately 1 hour and 20 minutes.

#### 1.33 hours"
"Debby 's class is going on a field trip to the zoo . If each van can hold number0 people and there are number1 students and number2 adults going , how many vans will they need ?","[4,2,6]","[/,+,number1,number2,number0]",2,"[17,18,19,22,23,24,25,26,27,33,34,35]","Debby 's class is going on a field trip to the zoo . If each van can hold number0 people and there are number1 students and number2 adults going ,",how many vans will they need ?,,[],982,"To determine how many vans Debby's class will need for their field trip to the zoo, we need to calculate the total number of people going on the trip and then divide it by the capacity of each van. 

There are 2 students and 6 adults going on the field trip, so the total number of people is the sum of these two groups:

$2$ (students) + $6$ (adults) = $8$ people in total.

Now, we need to divide the total number of people by the capacity of each van, which is 4 people per van:

$8$ (total people) ÷ $4$ (people per van) = $2$ vans.

So, Debby's class will need 2 vans for their field trip.

####2####"
Jeremy strolled number0 kilometers at number1 kilometers per hour . How long did Jeremy stroll ?,"[20,2]","[/,number0,number1]",10,"[1,2,3,4,5,6,12,13,14]",Jeremy strolled number0 kilometers at number1 kilometers per hour .,How long did Jeremy stroll ?,,[],983,"To find out how long Jeremy strolled, you can use the formula:

\[
\text{Time (hours)} = \frac{\text{Distance (kilometers)}}{\text{Speed (kilometers per hour)}}
\]

So in this case:

\[
\text{Time (hours)} = \frac{20 \, \text{km}}{2 \, \text{km/h}}
\]

Now, let's calculate it:

\[
\text{Time (hours)} = \frac{20}{2} = 10
\]

Jeremy strolled for 10 hours.

#### 10"
"Katie was selling her necklaces at a garage sale . She sold number0 bead necklaces and number1 gem stone necklaces . If each necklace cost number2 dollars , how much money did she earn ?","[4,3,3]","[*,number1,+,number0,number1]",21,"[11,12,13,15,16,17,24,25,26,31,32,33]","Katie was selling her necklaces at a garage sale . She sold number0 bead necklaces and number1 gem stone necklaces . If each necklace cost number2 dollars ,",how much money did she earn ?,,[],984,"To find out how much money Katie earned from selling her necklaces, you can calculate the total earnings by multiplying the number of each type of necklace by their cost and then adding the two amounts together.

1. First, calculate the earnings from the bead necklaces:
   Bead necklaces sold = 4
   Cost per bead necklace = $3
   Earnings from bead necklaces = 4 * $3 = $12

2. Next, calculate the earnings from the gemstone necklaces:
   Gemstone necklaces sold = 3
   Cost per gemstone necklace = $3
   Earnings from gemstone necklaces = 3 * $3 = $9

3. Now, add the earnings from both types of necklaces to find the total earnings:
   Total earnings = Earnings from bead necklaces + Earnings from gemstone necklaces
   Total earnings = $12 + $9

So, Katie earned $12 from selling bead necklaces and $9 from selling gemstone necklaces, for a total of $21.

#### 21"
"At the arcade Dave won number0 tickets . If he spent number1 tickets on a beanie and later won number2 more tickets , how many would he have ?","[11,5,10]","[-,+,number0,number2,number1]",16,"[4,5,6,10,11,12,18,19,20,25,26,27]","At the arcade Dave won number0 tickets . If he spent number1 tickets on a beanie and later won number2 more tickets ,",how many would he have ?,,[],987,"Dave started with 11 tickets. He spent 5 tickets on a beanie, so we need to subtract 5 from his initial number of tickets.

Initial tickets - Tickets spent on a beanie = Remaining tickets
11 - 5 = 6

Now, we know he won an additional 10 tickets. We can add this to the remaining tickets to find out how many tickets he would have.

Remaining tickets + Tickets won = Total tickets
6 + 10 = 16

So, Dave would have 16 tickets.

####16"
There are number0 oranges in a box . Deborah has number1 oranges in a bag . Susan takes number2 oranges out of the box . How many oranges are left in the box ?,"[55,11,35]","[-,number0,number2]",20,"[1,2,3,9,10,11,17,18,19,30,31,32]",There are number0 oranges in a box . Deborah has number1 oranges in a bag . Susan takes number2 oranges out of the box .,How many oranges are left in the box ?,,[],990,"Sure, let's solve this problem step by step:

1. Start with the initial number of oranges in the box, which is 55.
2. Deborah has 11 oranges in her bag, so we need to subtract that from the initial number: $55 - 11$.
3. Susan takes 35 oranges out of the box, so we need to subtract that as well: $55 - 11 - 35$.

Now, let's calculate this step by step:

$55 - 11 = 44$
$44 - 35 = 9$

So, there are 9 oranges left in the box.

#### 9"
Nancy uploaded number0 pictures to Facebook . She put number1 pics into one album and put the rest into number2 different albums . How many pictures were in each album ?,"[51,11,8]","[/,-,number0,number1,number2]",5,"[1,2,3,8,9,10,18,19,20,27,28,29]",Nancy uploaded number0 pictures to Facebook . She put number1 pics into one album and put the rest into number2 different albums .,How many pictures were in each album ?,,[],993,"Nancy uploaded 51 pictures to Facebook. She put 11 pictures into one album and put the rest into 8 different albums. To find out how many pictures were in each album, we need to distribute the remaining pictures among the 8 albums.

Step 1: Calculate how many pictures are left after putting 11 pictures in one album.
$ 51 - 11 = 40 $

Step 2: Distribute the remaining 40 pictures equally among 8 albums.
$ 40 / 8 = 5 $

So, Nancy put 11 pictures in one album, and the other 8 albums each contain 5 pictures.

#### 11, 5"
"Allie counted the leftover ice cream after a sundae party . She had number0 carton of rocky road ice cream , number1 carton of cookie dough ice cream , and number2 carton of strawberry cheesecake ice cream . How many cartons of ice cream did Allie have in all ?","[0.3333333333333333,0.3333333333333333,0.16666666666666666]","[+,+,number0,number0,number2]",0.8333333333333334,"[12,13,14,20,21,22,29,30,31,46,47,48]","Allie counted the leftover ice cream after a sundae party . She had number0 carton of rocky road ice cream , number1 carton of cookie dough ice cream , and number2 carton of strawberry cheesecake ice cream .",How many cartons of ice cream did Allie have in all ?,,[],996,"To find out how many cartons of ice cream Allie had in all, we need to add the fractions representing each type of ice cream.

Allie had:
- 0.3333333333333333 carton of rocky road ice cream
- 0.3333333333333333 carton of cookie dough ice cream
- 0.16666666666666666 carton of strawberry cheesecake ice cream

Now, let's add these fractions together:
$0.3333333333333333 + 0.3333333333333333 + 0.16666666666666666 = 0.8333333333333333$

So, Allie had a total of 0.8333333333333333 cartons of ice cream in all.

### 0.8333333333333333"
"Mrs. Hilt went to a concert . A total of number0 people attended the concert . The next week , she went to a second concert , which had number1 more people in attendance . How many people were at the second concert ?","[65899,119]","[+,number0,number1]",66018,"[9,10,11,28,29,30,44,45,46]","Mrs. Hilt went to a concert . A total of number0 people attended the concert . The next week , she went to a second concert , which had number1 more people in attendance .",How many people were at the second concert ?,,[],1005,"To find out how many people were at the second concert, we can start by noting that Mrs. Hilt attended the first concert where 65,899 people were present. The second concert had 119 more people in attendance than the first concert. So, to find the number of people at the second concert, we need to add 119 to the number of people at the first concert.

Let's calculate it step by step:

First concert attendance: 65,899
Number of people at the second concert = First concert attendance + 119

Now, let's calculate it:

$65,899 + 119 = 66,018$

So, there were 66,018 people at the second concert.

#### 66,018"
"Shirley sold number0 boxes of Do - Si - Dos . How many cases of number1 boxes , plus extra boxes does Shirley need to deliver ?","[20,4]","[/,number0,number1]",5,"[1,2,3,14,15,16,23,24,25]",Shirley sold number0 boxes of Do - Si - Dos .,"How many cases of number1 boxes , plus extra boxes does Shirley need to deliver ?",,[],1009,"To determine how many cases of 4 boxes, plus extra boxes, Shirley needs to deliver, we can use division and modulus. 

1. First, we'll find out how many cases of 4 boxes she can deliver by dividing the total number of boxes sold by 4:
$20 / 4 = 5$

2. Now, we know that she can deliver 5 cases of 4 boxes each, which is a total of 20 boxes (5 cases * 4 boxes per case). We need to find out how many extra boxes she has to deliver, so we'll subtract the 20 boxes from the total number of boxes sold:
$20 - 20 = 0$

Shirley does not need to deliver any extra boxes because she has already covered all the boxes in the 5 cases.

####0"
